key,category,model_id,cd_pred,cd_noisy,cd_score,p2s_pred,p2s_noisy,p2s_score
02691156/14c954d5d3c8e954b6b87e72ead132ed,02691156,14c954d5d3c8e954b6b87e72ead132ed,8.320451915747845e-05,0.00023797923811847593,65.03706801680919,3.7375659303506836e-05,0.0001827645319281146,79.54982900171925
02691156/1d4f988b009edadf54a2210c7b2aa25,02691156,1d4f988b009edadf54a2210c7b2aa25,9.188642122998882e-05,0.00024866642572396615,63.048320269826874,2.811736885632854e-05,0.0001710926298983395,83.56599645873968
02691156/47006ce926cd5519b3f2b01de37c0b29,02691156,47006ce926cd5519b3f2b01de37c0b29,0.0002450536620280919,0.0006232955175299172,60.68419310967855,0.00019095597963314503,0.0005588199710473418,65.82871237131077
02691156/5678fc24603d25cb74745e8fbb11e3df,02691156,5678fc24603d25cb74745e8fbb11e3df,4.968571156058511e-05,9.611218598654628e-05,48.304462071500396,1.564355261507444e-05,5.955076267127879e-05,73.73072667192004
02691156/845364350601ca0cbdf0b44e2f8f4e6d,02691156,845364350601ca0cbdf0b44e2f8f4e6d,0.00020509044982900039,0.0005712537886149936,64.09818999603614,0.00014675300917588174,0.0005001653335057199,70.65910023246273
02691156/8b0d9118e9e7dc3f95c9af648ce95367,02691156,8b0d9118e9e7dc3f95c9af648ce95367,8.238354701563426e-05,0.0002286529519861845,63.970048801026635,2.3830210921005346e-05,0.00015829061158001423,84.94527838187078
02871439/a98efeb82eabc760defc4117d86acef0,02871439,a98efeb82eabc760defc4117d86acef0,0.00018071876415793543,0.0004076106309325775,55.663873696211816,3.292921246611513e-05,0.00023424203391186893,85.942227397793
03642806/df624231ef05b83d54c7ab6aa5674ccc,03642806,df624231ef05b83d54c7ab6aa5674ccc,0.00017074550978114103,0.0006567326737754964,74.00075912173814,8.712919952813536e-05,0.0005522461142390966,84.22275915002409
04256520/61d93b7c3e83541c81dff5c2e57ad46e,04256520,61d93b7c3e83541c81dff5c2e57ad46e,0.0001351452674680509,0.000441207716662342,69.36924211335177,6.526760262204334e-05,0.0003478981670923531,81.23945200185048
04256520/946ab73b9f05a85ad5b24cafb84903c7,04256520,946ab73b9f05a85ad5b24cafb84903c7,0.0001311226863144673,0.0006824262616237197,80.78580885757786,5.359126953408122e-05,0.0005638936418108642,90.49620964656022
04256520/ef05b57542cbf151e7e684d25d4dcaf0,04256520,ef05b57542cbf151e7e684d25d4dcaf0,0.00019833654776771922,0.0005298800600304237,62.56953927341,7.570614980068058e-05,0.00037723532295785844,79.93132000283605
04379243/114377fc17eceaae3e12d7ebda60f8f,04379243,114377fc17eceaae3e12d7ebda60f8f,0.00011041993554316922,0.0006330356153649244,82.55707374702517,2.520541602279991e-05,0.0005031807231716812,94.99078266275316
04379243/38b5da2eb70009d6c045ebb62fca20c6,04379243,38b5da2eb70009d6c045ebb62fca20c6,9.371448443658951e-05,0.00025621038551083727,63.42283930070214,2.6038725991384126e-05,0.00017598195699974895,85.20375245547402
04379243/3f756d8d35b51ad629e4b5aa807bb4e7,04379243,3f756d8d35b51ad629e4b5aa807bb4e7,0.00016826609220632944,0.0002972246934626929,43.387579865584115,3.532943082973361e-05,0.0001613124622963369,78.09875918648359
04379243/47008a5646d3d84d85969b141e43f51,04379243,47008a5646d3d84d85969b141e43f51,7.924762413939732e-05,0.00012184694087480161,34.96133462979208,8.296550731756724e-06,5.460049578687176e-05,84.8049901155814
04379243/4afbcdeba648df2e19fb4103277a6b93,04379243,4afbcdeba648df2e19fb4103277a6b93,9.99137273841811e-05,0.00013518437092131693,26.09077018057424,5.155993676453363e-06,5.54991711396724e-05,90.70978255967555
04379243/6ec67ee0e57282c01e6058fbce2703bb,04379243,6ec67ee0e57282c01e6058fbce2703bb,0.0001395517725091851,0.00021704205305343526,35.70288773723137,2.5305595045210794e-05,0.0001034288143273443,75.53332191828042
04379243/741b91f2187d54792d4fd2b0f2040d45,04379243,741b91f2187d54792d4fd2b0f2040d45,8.741606312136724e-05,0.00023811065804119232,63.287631120550444,4.543908653431572e-05,0.00019050926493946463,76.1486211451426
04379243/795baddfac35711a30e44a4c4faa2773,04379243,795baddfac35711a30e44a4c4faa2773,0.00014924086539336897,0.0005368164584887141,72.19890280310648,5.6005654187174514e-05,0.00040905005880631506,86.30836178080268
04379243/91dbfe4dac593d3e35836c728d324152,04379243,91dbfe4dac593d3e35836c728d324152,6.122251085451687e-05,0.0001283217896568812,52.289855824003595,8.993559276859742e-06,7.193936471594498e-05,87.49841715676652
04379243/93e81005c19a74b8664b3b9b23ddfcbc,04379243,93e81005c19a74b8664b3b9b23ddfcbc,0.00011940444316848964,0.0003617516934608582,66.99270650922072,3.0386254366021603e-05,0.00024751253658905625,87.7233473565536
04379243/bb201d4811ab271ecf5469d07a8db811,04379243,bb201d4811ab271ecf5469d07a8db811,0.00018531844040667745,0.0006190287268247491,70.06303061939447,0.00011737376189557835,0.0005331066786311567,77.98306294024383
04379243/c153d0d6b4fcf74f54a61dbdbc1ac262,04379243,c153d0d6b4fcf74f54a61dbdbc1ac262,0.00014775151701974603,0.0002941504258856466,49.770082237723614,2.475988912920002e-05,0.00016099275671876967,84.62049496273187
04379243/c9b834aeda78274029edbf57bdd3b0af,04379243,c9b834aeda78274029edbf57bdd3b0af,8.761105470839051e-05,0.0003172758018458662,72.38646811427733,2.1200690753175877e-05,0.0002268672251375392,90.65502267226002
04379243/d63496bc51de5d77e3837ef7356e7613,04379243,d63496bc51de5d77e3837ef7356e7613,0.00016207959069723573,0.0006630965021462773,75.55716397649141,9.161979687632993e-05,0.0005687903030775487,83.89216616728459
04379243/edba7eb533ae3578ece232edf44331c7,04379243,edba7eb533ae3578ece232edf44331c7,0.00014052531562678568,0.0004594098422707419,69.41177513041383,3.209137139492668e-05,0.00031941651832312346,89.95312716969043
04379243/fb89493e6389039527d4fc401a34f3de,04379243,fb89493e6389039527d4fc401a34f3de,0.00012849083068130967,0.0004718563566990613,72.76907922144238,7.248549081850797e-05,0.00039992216625250876,81.87510047324034
04401088/3ff176780a009cd93b61739f3c4d4342,04401088,3ff176780a009cd93b61739f3c4d4342,5.833607547445207e-05,0.00010854780673989311,46.257711485373946,3.310216015961487e-06,5.443490590550937e-05,93.91894601286256
04468005/40fcd2ccc96b3fbd041917556492646,04468005,40fcd2ccc96b3fbd041917556492646,0.00024475144322671187,0.00042846454015433503,42.87708309804326,0.00020257932192180306,0.0003834343224298209,47.16713917573701
